,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,Date,Time,Age,merch_country,merch_state
384716,4710790000000000.0,fraud_Huels-Nolan,gas_transport,12.62,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,b8d9673e5a3f43f9118c1e28fac0d7d5,41.362755,-85.347782,1,18/11/2020,03:59,38,United States,Indiana
385753,4710790000000000.0,"fraud_Kihn, Abernathy and Douglas",shopping_net,958.91,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,421506dec39fa94e6771a0d9dbdcee5e,41.355379,-85.273072,1,18/11/2020,20:41,38,United States,Indiana
385844,4710790000000000.0,fraud_Heathcote LLC,shopping_net,945.16,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,a3e81b0db20b2e3482dc14612dac16c2,41.093506,-84.848909,1,18/11/2020,22:06,38,United States,Indiana
385859,4710790000000000.0,fraud_Jast Ltd,shopping_net,998.39,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,359cfb2dbb83bbcf366d65b20861ff98,41.238119,-85.243372,1,18/11/2020,22:15,38,United States,Indiana
385901,4066600000000.0,fraud_Flatley-Durgan,misc_net,986.16,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,cf941cb4d50e4ba7a4bc331d72466b83,38.740308,-81.752299,1,18/11/2020,22:53,93,United States,West Virginia
385945,4066600000000.0,"fraud_Streich, Dietrich and Barton",shopping_net,1108.71,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,68a9cc0f235ec12c3638a2e3e8d0ac70,37.020649,-82.854319,1,18/11/2020,23:27,93,United States,Kentucky
385961,4066600000000.0,fraud_Schumm PLC,shopping_net,1187.73,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,7f5f052da88a47670cbb3566078e10bd,38.616655,-82.160448,1,18/11/2020,23:34,93,United States,West Virginia
385968,4066600000000.0,fraud_Mohr-Bayer,shopping_net,902.81,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,096e5bace63bfaddc606e1a1a44c5320,37.426532,-81.923358,1,18/11/2020,23:37,93,United States,West Virginia
386034,4710790000000000.0,fraud_O'Keefe-Hudson,grocery_pos,309.39,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,e0e2bbd48444822ae3a7f263deed9bec,40.955928,-85.627282,1,19/11/2020,01:10,38,United States,Indiana
386082,4710790000000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,303.35,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,3074ea439ba66592414a863c2f5256d8,41.502164,-84.413048,1,19/11/2020,01:58,38,United States,Ohio
386096,6538440000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,317.59,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,42e2c36303e83784166fee08b354f90a,42.044567,-80.480996,1,19/11/2020,02:13,27,United States,Pennsylvania
386097,4066600000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,362.93,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,3a4c0f7bb21e60945813236d3e292426,37.435699,-81.813763,1,19/11/2020,02:14,93,United States,West Virginia
386172,4710790000000000.0,fraud_Prohaska-Murray,gas_transport,7.84,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,2b06175614dd643cc8ae18e39e5ec8a5,40.486716,-86.246329,1,19/11/2020,03:19,38,United States,Indiana
386289,4710790000000000.0,fraud_Huels-Hahn,gas_transport,9.36,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,cdab63c8846a9bec2488209db941db9f,40.279403,-84.722341,1,19/11/2020,05:24,38,United States,Ohio
386313,6538440000000000.0,fraud_Parisian and Sons,gas_transport,7.86,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,0fd4417c456281843baf43bb08415760,40.991696,-80.492104,1,19/11/2020,05:46,27,United States,Pennsylvania
387443,6538440000000000.0,"fraud_Greenfelder, Bartoletti and Davis",misc_net,826.89,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,ee5900b043f40d0188f371fc5f0b6908,41.409237,-81.072455,1,19/11/2020,21:29,27,United States,Ohio
387490,4710790000000000.0,"fraud_Roob, Conn and Tremblay",shopping_pos,743.45,Justin,Bell,M,954 Green Wall,Churubusco,IN,46723,41.229,-85.3244,7692,"Research officer, trade union",1986-12-13,2d93780ef31f14e834b558ddfb9e73b5,40.366438,-86.213952,1,19/11/2020,22:00,38,United States,Indiana
387556,6538440000000000.0,fraud_Stamm-Witting,shopping_net,1004.95,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,8e6f54fcf1f7eb610c900850eea42244,42.005098,-80.485252,1,19/11/2020,22:48,27,United States,Pennsylvania
387559,6538440000000000.0,fraud_Bode-Schuster,kids_pets,19.89,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,61a091ef338ea3abf2546db7c7f03551,42.297246,-79.425116,1,19/11/2020,22:52,27,United States,New York
387605,4066600000000.0,"fraud_Ritchie, Oberbrunner and Cremin",travel,9.03,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,653440bdbbeaa16532c974035c82a4ef,38.580916,-81.725325,1,19/11/2020,23:16,93,United States,West Virginia
387610,6538440000000000.0,fraud_Boyer-Reichert,shopping_net,821.89,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,863d91055e2b509de6bc1823c12b3248,40.7932,-80.433995,1,19/11/2020,23:23,27,United States,Pennsylvania
387625,6538440000000000.0,fraud_Miller-Harris,misc_net,875.38,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,a27a0e748030102436aba5b6aa5f3d10,40.917701,-80.014586,1,19/11/2020,23:31,27,United States,Pennsylvania
387658,6538440000000000.0,fraud_Flatley-Durgan,misc_net,747.9,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,e90a8d8fd818f1f03d0a96563e674e05,41.420042,-79.652445,1,19/11/2020,23:51,27,United States,Pennsylvania
387697,6538440000000000.0,fraud_Rau and Sons,grocery_pos,283.65,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,8c8cfbbe06d6eebf7d262de8bee45f7f,41.122993,-79.556792,1,20/11/2020,00:19,27,United States,Pennsylvania
387752,30235300000000.0,"fraud_Rohan, White and Aufderhar",misc_net,833.78,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,4310b53ba0647efb0b993d5d8c15ef74,41.415146,-73.742692,1,20/11/2020,01:12,47,United States,New York
387816,6538440000000000.0,fraud_Bradtke PLC,grocery_pos,305.25,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,c681e3a957f412eb48d55b276a96a94f,42.107312,-80.240278,1,20/11/2020,02:21,27,United States,Pennsylvania
387823,3582400000000000.0,fraud_Brekke and Sons,gas_transport,15.49,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,e45a6b5f8e6373f6456632a09969eda1,47.978198,-117.265082,1,20/11/2020,02:24,67,United States,Washington
387845,30235300000000.0,fraud_Hackett-Lueilwitz,grocery_pos,317.57,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,dcbbf78f1b17c651de231129e26bd97f,41.507816,-72.997129,1,20/11/2020,02:48,47,United States,Connecticut
387900,3582400000000000.0,"fraud_Stroman, Hudson and Erdman",gas_transport,5.53,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,d67b375a768911bdca05cd7f4c688953,48.601017,-117.718227,1,20/11/2020,03:46,67,United States,Washington
387908,6538440000000000.0,fraud_Mraz-Herzog,gas_transport,11.34,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,baf37926b727a7f6f813b5843cc97339,40.717936,-80.983903,1,20/11/2020,03:54,27,United States,Ohio
387910,30235300000000.0,fraud_Bradtke PLC,grocery_pos,290.52,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,f5e2d88f78f128e1f541ff95c06982d5,40.406648,-73.400131,1,20/11/2020,03:57,47,No Country found,No State found
388332,3582400000000000.0,fraud_Cummings LLC,gas_transport,8.77,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,b69f27f5ccb6199f676e21bba2e7a451,48.623951,-116.178892,1,20/11/2020,10:51,67,United States,Idaho
389126,3582400000000000.0,"fraud_Bernier, Volkman and Hoeger",misc_net,1022.36,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,94893fe6937d248fdfaa4ca8a5a273cc,48.485288,-116.089142,1,20/11/2020,19:49,67,United States,Idaho
389218,6538440000000000.0,"fraud_O'Reilly, Mohr and Purdy",home,235.42,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,8a06d64b37e58c3f88d656e741723d0a,40.852794,-80.777706,1,20/11/2020,20:47,27,United States,Ohio
389332,30235300000000.0,fraud_Auer-West,shopping_net,1122.28,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,5cc0b796aa2a9cd7aa68e888d7ce6705,40.844562,-73.625922,1,20/11/2020,22:04,47,United States,New York
389344,6538440000000000.0,"fraud_Kihn, Abernathy and Douglas",shopping_net,1147.88,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,3478929642a979620ab632c679402767,40.660857,-79.879354,1,20/11/2020,22:08,27,United States,Pennsylvania
389348,6538440000000000.0,"fraud_Altenwerth, Cartwright and Koss",shopping_net,919.1,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,b15a54a483211a7a60406738ac1d52c4,40.86562,-79.909134,1,20/11/2020,22:10,27,United States,Pennsylvania
389352,6538440000000000.0,fraud_Volkman Ltd,misc_net,666.71,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,f213e239a29b17661e2888b46716450f,42.354109,-80.667883,1,20/11/2020,22:15,27,Canada,Ontario
389358,3582400000000000.0,fraud_Barrows PLC,shopping_pos,964.94,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,14c45dfec2422256990f7df50829f0c2,47.667726,-116.054188,1,20/11/2020,22:18,67,United States,Idaho
389360,3582400000000000.0,fraud_Medhurst PLC,shopping_net,994.02,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,119fab045d8d0677d0e8c58a03c15962,47.634533,-116.936717,1,20/11/2020,22:18,67,United States,Idaho
389373,6538440000000000.0,fraud_Bednar Group,misc_net,734.29,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,81297cdf7356d146c3e8b2c966c348b7,41.543267,-80.718655,1,20/11/2020,22:28,27,United States,Ohio
389394,3582400000000000.0,fraud_Pouros-Haag,shopping_pos,863.1,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,ac445c4dac912c517c2cccf56bd7942a,48.472635,-117.486623,1,20/11/2020,22:42,67,United States,Washington
389396,6538440000000000.0,fraud_Medhurst PLC,shopping_net,999.15,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,9d483d29a0a848cb45f46e6b59cabb5e,41.22478,-80.232754,1,20/11/2020,22:43,27,United States,Pennsylvania
389445,6538440000000000.0,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1030.86,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,162c96ba059cde3a71fff76673a4f235,41.148534,-79.691913,1,20/11/2020,23:11,27,United States,Pennsylvania
389704,30235300000000.0,fraud_Cartwright-Harris,grocery_pos,306.22,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,9e4e189418568cfd75f8c541a20ec3a7,41.204635,-73.458772,1,21/11/2020,03:17,47,United States,Connecticut
390207,3582400000000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,298.21,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,7b1a13775c6f09fa85ccf42f25b305b1,48.697945,-117.310733,1,21/11/2020,11:01,67,United States,Washington
391121,30235300000000.0,fraud_Howe PLC,entertainment,464.99,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,0d4c6ccda977a4e9ee7e5684cb71a5ce,40.9156,-74.381689,1,21/11/2020,21:37,47,United States,New Jersey
391235,30235300000000.0,fraud_Friesen Inc,shopping_pos,870.33,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,28661ad73d68ddd73ab12a684c82d4a4,40.649849,-74.300068,1,21/11/2020,22:55,47,United States,New Jersey
391248,30235300000000.0,fraud_Medhurst PLC,shopping_net,809.15,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,93e95b11634eb07ee911cd7d611281c9,40.202146,-73.101994,1,21/11/2020,23:03,47,No Country found,No State found
391272,30235300000000.0,"fraud_Swaniawski, Lowe and Robel",shopping_pos,641.44,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,1977-08-16,7bcac797f7acba84130e417dadaf78cd,40.124429,-73.783699,1,21/11/2020,23:21,47,No Country found,No State found
391291,3582400000000000.0,fraud_Johnston-Casper,travel,10.0,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,1957-06-12,68ca217e66cb8aa81fe6707f8ec2cdfb,47.538401,-116.523594,1,21/11/2020,23:37,67,United States,Idaho
391528,3500170000000000.0,fraud_Wuckert-Walter,grocery_net,11.59,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,156721fbcbd97abbc3fa5cd150a0d57d,42.717899,-83.595207,1,22/11/2020,02:02,41,United States,Michigan
393624,3500170000000000.0,fraud_Heathcote LLC,shopping_net,952.03,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,62c4902555a105cd82e72ef254993e8f,41.577654,-82.017011,1,22/11/2020,21:15,41,United States,Ohio
393745,3500170000000000.0,"fraud_Watsica, Haag and Considine",shopping_pos,971.98,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,a383e813ed8cec7b7ed46d518b0f8a83,41.444684,-82.303303,1,22/11/2020,22:06,41,United States,Ohio
394134,3500170000000000.0,fraud_Cummerata-Jones,gas_transport,10.34,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,4a227d4f34e79f5180d1529a56fcfc6f,43.357881,-83.618314,1,23/11/2020,01:25,41,United States,Michigan
394148,4972230000000000.0,fraud_Funk Group,grocery_net,14.95,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,88739e500881bb98be5d6b71ce4dc3cf,33.424904,-96.615954,1,23/11/2020,01:30,64,United States,Texas
394245,3500170000000000.0,"fraud_Huel, Hammes and Witting",grocery_pos,312.63,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,a3bd0c002c37b93289e2db7a1d9eb435,42.426687,-82.523542,1,23/11/2020,02:26,41,Canada,Ontario
396826,3500170000000000.0,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,913.17,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,82b2ca3ca9a85300767f011ddb7b09d3,42.152715,-82.733987,1,23/11/2020,21:52,41,Canada,Ontario
396866,4972230000000000.0,fraud_Klocko LLC,misc_net,836.49,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,d2c41dbf2c418a8c53c68741f2521f38,34.449544,-95.578273,1,23/11/2020,22:05,64,United States,Oklahoma
396898,4972230000000000.0,fraud_Mohr-Bayer,shopping_net,1023.43,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,6435a19dc4fd8061af67472475275fbb,34.445072,-95.995012,1,23/11/2020,22:17,64,United States,Oklahoma
397032,3500170000000000.0,fraud_Cormier LLC,shopping_net,963.57,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,a2259cf90dc1dd4e8489c8e5a1b25c8a,41.693109,-83.808106,1,23/11/2020,23:06,41,United States,Ohio
397066,4972230000000000.0,fraud_Volkman-Predovic,shopping_net,988.52,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,e6ccdf5d5ad0aeec2f607404396e7d2c,35.186202,-96.2768,1,23/11/2020,23:18,64,United States,Oklahoma
397472,4972230000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,353.11,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,7f843f9c61a32c49970e5853d9d293c9,35.139036,-96.139151,1,24/11/2020,02:51,64,United States,Oklahoma
399919,4972230000000000.0,fraud_Kris-Weimann,misc_net,710.24,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,39839dd3b8a5e94718f6ec6d5569c084,33.420656,-96.724637,1,24/11/2020,22:16,64,United States,Texas
400054,4972230000000000.0,"fraud_Kihn, Abernathy and Douglas",shopping_net,1082.1,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,8ebf7f1820fd92be12c503a3adf85457,33.505052,-96.859338,1,24/11/2020,23:11,64,United States,Texas
400174,4972230000000000.0,"fraud_Moen, Reinger and Murphy",grocery_pos,330.44,Brian,Hogan,M,3316 Cindy Land,Lane,OK,74555,34.2691,-95.9685,861,Quantity surveyor,1960-04-08,789da29a9fa4b00a5f3a7f3d11dea1f0,34.27366,-96.378806,1,24/11/2020,23:56,64,United States,Oklahoma
400197,30546500000000.0,fraud_Strosin-Cruickshank,grocery_pos,301.9,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,ab8c664e9ef82b7ac0a6cbaa1a4c9038,42.48526,-72.033118,1,25/11/2020,00:14,69,United States,Massachusetts
400243,30546500000000.0,fraud_Bernhard Inc,gas_transport,7.58,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,6979d87a380f042cb7e1ee047f665f4b,44.449012,-72.03958,1,25/11/2020,01:17,69,United States,Vermont
400263,30546500000000.0,fraud_Kiehn-Emmerich,grocery_pos,335.68,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,b46deb91ba6556292a39ccc03f11a98c,43.167136,-70.638553,1,25/11/2020,01:37,69,United States,Maine
400298,30546500000000.0,"fraud_Christiansen, Goyette and Schamberger",gas_transport,9.58,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,9a34d08a042adea1132dae829842b91f,44.097232,-71.49271,1,25/11/2020,02:22,69,United States,New Hampshire
400331,30546500000000.0,fraud_Parisian and Sons,gas_transport,10.25,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,7602e82c362774b33dca5cde688a2d27,44.392015,-72.210347,1,25/11/2020,03:03,69,United States,Vermont
400353,4505380000000.0,fraud_Kunze Inc,grocery_pos,274.08,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,ae4ebc85d7008c545938a6a75aa63764,39.545828,-77.599602,1,25/11/2020,03:26,91,United States,Maryland
400646,30546500000000.0,fraud_Cartwright-Harris,grocery_pos,263.69,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,b486cb9d3c10f5e5836de25d5c13d8ed,43.247075,-72.466348,1,25/11/2020,09:32,69,United States,Vermont
401045,180046000000000.0,fraud_Goyette Inc,shopping_net,1133.52,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,fe9a0c06e711803440c156f374ccc2cf,45.519346,-121.78303,1,25/11/2020,16:05,56,United States,Oregon
401268,30546500000000.0,fraud_Berge-Hills,kids_pets,21.55,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,6f2bd21a3b5cc26160936757f2d6f028,42.596517,-72.334389,1,25/11/2020,18:57,69,United States,Massachusetts
401448,180046000000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,983.38,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,539e8bca3e46005290122ad5a6db335d,45.402624,-122.059475,1,25/11/2020,21:21,56,United States,Oregon
401559,30546500000000.0,fraud_Schmidt and Sons,shopping_net,1132.88,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,eb190e9b5f34bfb8045ff887813d62e2,43.810074,-70.95587,1,25/11/2020,22:37,69,United States,Maine
401582,180046000000000.0,fraud_Rau-Grant,kids_pets,17.15,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,8686fe5a238c06e1ad468765baffa9cb,44.758049,-122.036989,1,25/11/2020,22:54,56,United States,Oregon
401588,180046000000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,1070.99,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,f71d794bf136d47bfac1dbb7768a93ef,45.666729,-123.072503,1,25/11/2020,23:00,56,United States,Oregon
401623,30546500000000.0,fraud_Turner and Sons,shopping_pos,1033.33,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,51126a17579a482a887addd137a1ea96,42.851048,-72.418639,1,25/11/2020,23:21,69,United States,New Hampshire
401625,4505380000000.0,"fraud_Jones, Sawayn and Romaguera",misc_net,722.27,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,d5fd5b6ccd27120ea02557cce58db691,37.865667,-77.066474,1,25/11/2020,23:22,91,United States,Virginia
401637,4505380000000.0,fraud_Friesen Inc,shopping_pos,1032.63,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,1933-03-15,cf6672fe469967fbad959fc3ea69bf31,37.988316,-77.51157,1,25/11/2020,23:29,91,United States,Virginia
401640,30546500000000.0,"fraud_Goldner, Kovacek and Abbott",grocery_pos,331.69,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",1955-01-13,466e5afe93749eba5e133877dc4aafeb,43.161142,-70.592019,1,25/11/2020,23:31,69,United States,Maine
401695,180046000000000.0,fraud_Emmerich-Luettgen,grocery_net,6.97,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,74136347e3351e6fd1acd94dde6e1bb6,44.053895,-122.58068,1,26/11/2020,00:22,56,United States,Oregon
401705,5410060000000000.0,"fraud_Rowe, Batz and Goodwin",grocery_pos,270.75,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229,44.5592,-87.8235,4306,Art therapist,1989-10-19,097801fcc296dbc99f064fe0964c1f22,44.293648,-88.381055,1,26/11/2020,00:35,35,United States,Wisconsin
401724,180046000000000.0,fraud_Strosin-Cruickshank,grocery_pos,283.94,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,6d1be9045991cec1197f4fac749bd154,45.330009,-122.81173,1,26/11/2020,01:05,56,United States,Oregon
401765,3587040000000000.0,"fraud_Harris, Gusikowski and Heaney",grocery_net,11.07,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,97f711b64e3de1e4d419362f810d8ff9,35.154331,-90.058635,1,26/11/2020,01:59,50,United States,Tennessee
401780,180046000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,336.28,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,382dac6f069dde3441b1e3737b2f6c32,44.207367,-123.323132,1,26/11/2020,02:18,56,United States,Oregon
